87160,324,3013
87139,331,3027
87105,353,3039
87080,357,3060
87057,365,3075
87023,383,3091
86985,405,3107
86961,414,3122
86938,419,3140
86908,427,3162
86876,443,3178
86841,465,3191
86816,470,3211
86787,476,3234
86758,486,3253
86726,495,3276
86699,489,3309
86671,493,3333
86642,497,3358
86618,508,3371
86585,507,3405
86555,514,3428
86526,516,3455
86494,525,3478
86460,531,3506
86428,536,3533
86393,548,3556
86367,551,3579
86334,559,3604
86303,566,3628
86272,575,3650
86243,576,3678
86218,566,3713
86171,586,3740
86141,602,3754
86109,610,3778
86069,634,3794
86027,649,3821
86004,645,3848
85969,650,3878
85946,648,3903
